what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1327658352329
java.specification.name,sysinfo,,,"Java Platform API Specification",1327658352329
java.specification.vendor,sysinfo,,,"Oracle Corporation",1327658352329
java.specification.version,sysinfo,,,"1.7",1327658352329
java.vendor,sysinfo,,,"Oracle Corporation",1327658352329
java.version,sysinfo,,,"1.7.0_02",1327658352329
java.vm.info,sysinfo,,,"mixed mode, sharing",1327658352329
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1327658352329
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1327658352329
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1327658352329
java.vm.specification.version,sysinfo,,,"1.7",1327658352329
java.vm.vendor,sysinfo,,,"Oracle Corporation",1327658352329
java.vm.version,sysinfo,,,"22.0-b10",1327658352329
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1327658352329
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1327658353463
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201109151620,"org.eclipse.cdt.codan.ui.cxx",1327658353478
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201109151620,"org.eclipse.cdt.codan.core.cxx",1327658353478
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,"org.tigris.subversion.subclipse.tools.usage",1327658353494
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201109151620,"org.eclipse.cdt.codan.core",1327658353494
started,bundle,com.trolltech.qtcppproject,1.6.0,"com.trolltech.qtcppproject",1327658353494
started,bundle,org.eclipse.cdt.codan.checkers,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers",1327658353509
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327658355895
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327658355958
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327658355958
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201109151620,"org.eclipse.cdt.codan.ui",1327658359044
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327658362297
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327658362297
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658385994
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.0.201109151620,"org.eclipse.cdt.managedbuilder.ui",1327658395713
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658411446
started,bundle,org.tigris.subversion.clientadapter.javahl,1.7.2,"org.tigris.subversion.clientadapter.javahl",1327658411774
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658419684
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658423210
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658427508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658431173
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658435366
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658438625
executed,command,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.excludeCommand",1327658438832
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658443076
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658453195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327658453211
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658464121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658475293
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327658475309
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658478239
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327658481512
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658486647
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327658486694
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658496397
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1327658501327
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327658502477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658504151
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327658504166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658507930
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327658510521
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658515480
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327658515511
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327658520517
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658523606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658538408
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658538440
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327658538596
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327658538596
