what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327580349316
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327580350845
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327580360176
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327580362692
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327580362770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327580370193
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327580376460
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327580376523
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327580376538
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327580377303
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327580378723
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327580387396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327580389805
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327580391976
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327580392039
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327580395540
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327580401062
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327580401109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327580401140
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327580401748
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327580402887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327580407271
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327580409502
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327580409611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327580412903
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327580423823
