what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666036387
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666038200
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666052943
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327666052958
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666057779
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666072490
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327666072506
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666079167
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666086000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327666086016
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666097217
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666100956
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327666100972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666103591
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666113826
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327666113842
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666117452
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666145578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327666145609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666150848
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666159524
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327666159524
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666162226
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666166841
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327666166856
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666172504
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666193913
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327666193929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327666228852
