what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1327667609912
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1327667636838
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327667641552
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327667645824
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667648101
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1327667655449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667656915
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327667657009
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667661065
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327667664482
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667666681
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327667666790
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667705276
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667707538
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327667707570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667710050
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667711265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327667711296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667722654
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327667736368
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327667736430
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667736446
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327667738427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667740689
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327667755884
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327667755946
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667755962
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1327667758879
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327667769909
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327667790532
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1327667799822
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327667818223
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667825103
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667826101
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327667826163
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667829465
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327667835152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667837049
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327667837158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667839686
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1327667842976
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667845445
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1327667845586
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667851186
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327667865429
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1327667865492
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327667865523
